"500252","Rafael","Isaac","1-561-726-1365","Isaac.Rafael@lakeroyaluniversity.com.com","P.O. Box 527, 6462 Nunc St.","Alford","32420","Password1","No","Student","Florida","United States of America"
"500253","Malcolm","Felicia","1-561-440-2731","Felicia.Malcolm@lakeroyaluniversity.com.com","718 Velit. Street","Altha","32421","Password1","No","Student","Florida","United States of America"
"500254","Cameron","Yoko","1-561-938-6029","Yoko.Cameron@lakeroyaluniversity.com.com","6925 Non, St.","Argyle","32422","Password1","No","Student","Florida","United States of America"
"500255","Aquila","Olympia","1-561-683-5991","Olympia.Aquila@lakeroyaluniversity.com.com","P.O. Box 989, 2927 Neque. Av.","Bascom","32423","Password1","No","Student","Florida","United States of America"
"500256","Clark","Talon","1-561-874-3815","Talon.Clark@lakeroyaluniversity.com.com","8259 Augue Av.","Blountstown","32424","Password1","No","Student","Florida","United States of America"
"500257","Aiko","Martin","1-561-798-4835","Martin.Aiko@lakeroyaluniversity.com.com","P.O. Box 883, 4751 Urna Ave","Bonifay","32425","Password1","No","Student","Florida","United States of America"
"500258","Katell","Madison","1-561-670-2665","Madison.Katell@lakeroyaluniversity.com.com","1290 Id, Rd.","Campbellton","32426","Password1","No","Student","Florida","United States of America"
"500259","Oleg","Illiana","1-561-761-2247","Illiana.Oleg@lakeroyaluniversity.com.com","P.O. Box 447, 2437 Justo Av.","Caryville","32427","Password1","No","Student","Florida","United States of America"
"500260","Wing","Raymond","1-561-312-2018","Raymond.Wing@lakeroyaluniversity.com.com","6536 Purus. Rd.","Chipley","32428","Password1","No","Student","Florida","United States of America"
"500261","Philip","Tarik","1-561-498-3910","Tarik.Philip@lakeroyaluniversity.com.com","8641 Vitae Ave","Clarksville","32430","Password1","No","Student","Florida","United States of America"
"500262","Victor","Selma","1-561-737-2102","Selma.Victor@lakeroyaluniversity.com.com","626-7321 Lacus. Avenue","Cottondale","32431","Password1","No","Student","Florida","United States of America"
"500263","Brianna","Carolyn","1-561-451-0154","Carolyn.Brianna@lakeroyaluniversity.com.com","P.O. Box 444, 5162 Lacinia. St.","Cypress","32432","Password1","No","Student","Florida","United States of America"
"500264","Lareina","Ella","1-561-544-5718","Ella.Lareina@lakeroyaluniversity.com.com","2439 Donec Rd.","Defuniak Springs","32433","Password1","No","Student","Florida","United States of America"
"500265","Cadman","Farrah","1-561-482-2926","Farrah.Cadman@lakeroyaluniversity.com.com","Ap #985-5493 Sollicitudin St.","Mossy Head","32434","Password1","No","Student","Florida","United States of America"
"500266","Melanie","Ryan","1-561-772-5798","Ryan.Melanie@lakeroyaluniversity.com.com","641-9714 Augue. Rd.","Defuniak Springs","32435","Password1","No","Student","Florida","United States of America"
"500267","Halee","Brenna","1-561-420-2467","Brenna.Halee@lakeroyaluniversity.com.com","1324 Adipiscing Av.","Ebro","32437","Password1","No","Student","Florida","United States of America"
"500268","Fay","Barbara","1-561-997-8689","Barbara.Fay@lakeroyaluniversity.com.com","114-1425 Non Av.","Fountain","32438","Password1","No","Student","Florida","United States of America"
"500269","Acton","Sage","1-561-190-9208","Sage.Acton@lakeroyaluniversity.com.com","Ap #398-9153 Donec Avenue","Freeport","32439","Password1","No","Student","Florida","United States of America"
"500270","Elmo","Brennan","1-561-935-6403","Brennan.Elmo@lakeroyaluniversity.com.com","511-4993 Urna. St.","Graceville","32440","Password1","No","Student","Florida","United States of America"
"500271","Tobias","Chanda","1-561-675-1729","Chanda.Tobias@lakeroyaluniversity.com.com","297-4098 Laoreet Street","Grand Ridge","32442","Password1","No","Student","Florida","United States of America"
"500272","Piper","Melyssa","1-561-948-3191","Melyssa.Piper@lakeroyaluniversity.com.com","3669 Cum Rd.","Greenwood","32443","Password1","No","Student","Florida","United States of America"
"500273","Ayanna","Jena","1-561-325-6928","Jena.Ayanna@lakeroyaluniversity.com.com","P.O. Box 102, 1220 Mauris Road","Lynn Haven","32444","Password1","No","Student","Florida","United States of America"
"500274","Isabella","Imogene","1-561-501-6668","Imogene.Isabella@lakeroyaluniversity.com.com","Ap #171-8681 Nunc. Ave","Malone","32445","Password1","No","Student","Florida","United States of America"
"500275","Nomlanga","Macey","1-561-181-2465","Macey.Nomlanga@lakeroyaluniversity.com.com","3578 Nascetur St.","Marianna","32446","Password1","No","Student","Florida","United States of America"
"500276","Reed","Meghan","1-561-434-4251","Meghan.Reed@lakeroyaluniversity.com.com","2729 Mauris Avenue","Marianna","32447","Password1","No","Student","Florida","United States of America"
"500277","Desirae","Cameran","1-561-376-5106","Cameran.Desirae@lakeroyaluniversity.com.com","9779 Neque. Rd.","Marianna","32448","Password1","No","Student","Florida","United States of America"
"500278","Jana","Marcia","1-561-128-7372","Marcia.Jana@lakeroyaluniversity.com.com","P.O. Box 889, 5961 Donec Ave","Wewahitchka","32449","Password1","No","Student","Florida","United States of America"
"500279","Lillith","Orlando","1-561-205-9353","Orlando.Lillith@lakeroyaluniversity.com.com","3744 Ac, Avenue","Noma","32452","Password1","No","Student","Florida","United States of America"
"500280","Rina","Lewis","1-561-589-9577","Lewis.Rina@lakeroyaluniversity.com.com","496-9326 Est. Avenue","Point Washington","32454","Password1","No","Student","Florida","United States of America"
"500281","Naomi","Donna","1-561-114-7312","Donna.Naomi@lakeroyaluniversity.com.com","Ap #919-1230 Est Ave","Ponce De Leon","32455","Password1","No","Student","Florida","United States of America"
"500282","Tate","Armand","1-561-475-2899","Armand.Tate@lakeroyaluniversity.com.com","P.O. Box 948, 890 Nulla Av.","Port Saint Joe","32456","Password1","No","Student","Florida","United States of America"
"500283","Edward","Kathleen","1-561-279-0913","Kathleen.Edward@lakeroyaluniversity.com.com","8900 Consequat St.","Port Saint Joe","32457","Password1","No","Student","Florida","United States of America"
"500284","Brock","Hadassah","1-561-406-5204","Hadassah.Brock@lakeroyaluniversity.com.com","349-7296 Amet Street","Santa Rosa Beach","32459","Password1","No","Student","Florida","United States of America"
"500285","Maris","Ronan","1-561-182-5573","Ronan.Maris@lakeroyaluniversity.com.com","161-4517 Elit. Rd.","Sneads","32460","Password1","No","Student","Florida","United States of America"
"500286","Slade","Kaden","1-561-398-1488","Kaden.Slade@lakeroyaluniversity.com.com","3834 Aliquam Road","Rosemary Beach","32461","Password1","No","Student","Florida","United States of America"
"500287","Chastity","Thor","1-561-605-2652","Thor.Chastity@lakeroyaluniversity.com.com","Ap #913-6104 Orci. Avenue","Vernon","32462","Password1","No","Student","Florida","United States of America"
"500288","Hedley","Moses","1-561-914-0064","Moses.Hedley@lakeroyaluniversity.com.com","976-9005 Suscipit Avenue","Wausau","32463","Password1","No","Student","Florida","United States of America"
"500289","Samuel","Venus","1-561-888-7189","Venus.Samuel@lakeroyaluniversity.com.com","7726 Aliquet St.","Westville","32464","Password1","No","Student","Florida","United States of America"
"500290","Beck","Reuben","1-561-755-7541","Reuben.Beck@lakeroyaluniversity.com.com","Ap #455-7471 Sollicitudin Rd.","Wewahitchka","32465","Password1","No","Student","Florida","United States of America"
"500291","Emerson","Guinevere","1-561-339-1580","Guinevere.Emerson@lakeroyaluniversity.com.com","1770 Vel, Ave","Youngstown","32466","Password1","No","Student","Florida","United States of America"
"500292","Carl","Sybill","1-561-484-0706","Sybill.Carl@lakeroyaluniversity.com.com","2746 Nec Ave","Pensacola","32501","Password1","No","Student","Florida","United States of America"
"500293","Karen","Honorato","1-561-957-3673","Honorato.Karen@lakeroyaluniversity.com.com","P.O. Box 903, 1237 Vitae Street","Pensacola","32502","Password1","No","Student","Florida","United States of America"
"500294","Stacey","Jermaine","1-561-188-1671","Jermaine.Stacey@lakeroyaluniversity.com.com","233-1117 Molestie Ave","Pensacola","32503","Password1","No","Student","Florida","United States of America"
"500295","Price","Fulton","1-561-895-2315","Fulton.Price@lakeroyaluniversity.com.com","Ap #256-1109 Eget Rd.","Pensacola","32504","Password1","No","Student","Florida","United States of America"
"500296","Troy","Kuame","1-561-284-8364","Kuame.Troy@lakeroyaluniversity.com.com","P.O. Box 501, 1503 Magna Av.","Pensacola","32505","Password1","No","Student","Florida","United States of America"
"500297","Pamela","Celeste","1-561-662-2396","Celeste.Pamela@lakeroyaluniversity.com.com","Ap #388-1196 Dapibus Street","Pensacola","32506","Password1","No","Student","Florida","United States of America"
"500298","Macaulay","Ria","1-561-557-8525","Ria.Macaulay@lakeroyaluniversity.com.com","P.O. Box 818, 8475 Auctor. Rd.","Pensacola","32507","Password1","No","Student","Florida","United States of America"
"500299","Cecilia","Ciaran","1-561-340-9675","Ciaran.Cecilia@lakeroyaluniversity.com.com","258 Pellentesque Avenue","Pensacola","32508","Password1","No","Student","Florida","United States of America"
"500300","Kasimir","Sybil","1-561-323-0449","Sybil.Kasimir@lakeroyaluniversity.com.com","Ap #932-8684 At St.","Pensacola","32509","Password1","No","Student","Florida","United States of America"
"500301","Hope","Whoopi","1-561-552-7362","Whoopi.Hope@lakeroyaluniversity.com.com","1944 Aliquam Rd.","Pensacola","32511","Password1","No","Student","Florida","United States of America"
"500302","Hedda","Brody","1-561-537-9536","Brody.Hedda@lakeroyaluniversity.com.com","2498 Blandit. Av.","Pensacola","32512","Password1","No","Student","Florida","United States of America"
"500303","Alana","Kirk","1-561-749-6121","Kirk.Alana@lakeroyaluniversity.com.com","P.O. Box 399, 6479 Orci. Road","Pensacola","32513","Password1","No","Student","Florida","United States of America"
"500304","Mufutau","Heather","1-561-292-0672","Heather.Mufutau@lakeroyaluniversity.com.com","Ap #354-4705 Primis Rd.","Pensacola","32514","Password1","No","Student","Florida","United States of America"
"500305","Alan","Erica","1-561-563-2210","Erica.Alan@lakeroyaluniversity.com.com","P.O. Box 599, 378 Dolor. St.","Pensacola","32516","Password1","No","Student","Florida","United States of America"
"500306","Clarke","Caryn","1-561-157-0156","Caryn.Clarke@lakeroyaluniversity.com.com","Ap #984-4493 Molestie Avenue","Pensacola","32520","Password1","No","Student","Florida","United States of America"
"500307","Hayden","Baxter","1-561-112-9461","Baxter.Hayden@lakeroyaluniversity.com.com","2861 Mattis Road","Pensacola","32521","Password1","No","Student","Florida","United States of America"
"500308","Kenyon","Hannah","1-561-518-0510","Hannah.Kenyon@lakeroyaluniversity.com.com","5034 Leo Ave","Pensacola","32522","Password1","No","Student","Florida","United States of America"
"500309","Levi","Benedict","1-561-892-7287","Benedict.Levi@lakeroyaluniversity.com.com","3189 Semper St.","Pensacola","32523","Password1","No","Student","Florida","United States of America"
"500310","Simon","Branden","1-561-414-9630","Branden.Simon@lakeroyaluniversity.com.com","270-3977 Sed Rd.","Pensacola","32524","Password1","No","Student","Florida","United States of America"
"500311","Jolie","Nina","1-561-368-7946","Nina.Jolie@lakeroyaluniversity.com.com","P.O. Box 690, 1566 A, Ave","Pensacola","32526","Password1","No","Student","Florida","United States of America"
"500312","Evangeline","Macon","1-561-296-3966","Macon.Evangeline@lakeroyaluniversity.com.com","Ap #219-8045 Interdum Av.","Bagdad","32530","Password1","No","Student","Florida","United States of America"
"500313","Abraham","Shay","1-561-653-2751","Shay.Abraham@lakeroyaluniversity.com.com","8172 Elit, Ave","Baker","32531","Password1","No","Student","Florida","United States of America"
"500314","Wallace","Constance","1-561-488-9272","Constance.Wallace@lakeroyaluniversity.com.com","420-3507 Justo. Rd.","Cantonment","32533","Password1","No","Student","Florida","United States of America"
"500315","Leslie","Yael","1-561-893-3067","Yael.Leslie@lakeroyaluniversity.com.com","P.O. Box 892, 1527 Lorem Av.","Pensacola","32534","Password1","No","Student","Florida","United States of America"
"500316","Gabriel","Josiah","1-561-388-1759","Josiah.Gabriel@lakeroyaluniversity.com.com","P.O. Box 771, 3659 Quam. Av.","Century","32535","Password1","No","Student","Florida","United States of America"
"500317","April","Madeson","1-561-690-7642","Madeson.April@lakeroyaluniversity.com.com","4456 Mollis Rd.","Crestview","32536","Password1","No","Student","Florida","United States of America"
"500318","Lois","Shoshana","1-561-807-3090","Shoshana.Lois@lakeroyaluniversity.com.com","Ap #866-2057 Risus Av.","Milligan","32537","Password1","No","Student","Florida","United States of America"
"500319","Amity","Mohammad","1-561-221-1332","Mohammad.Amity@lakeroyaluniversity.com.com","P.O. Box 106, 6268 Auctor Street","Paxton","32538","Password1","No","Student","Florida","United States of America"
"500320","Audra","Wesley","1-561-132-6775","Wesley.Audra@lakeroyaluniversity.com.com","Ap #308-6358 Consequat Ave","Crestview","32539","Password1","No","Student","Florida","United States of America"
"500321","Lacota","Dean","1-561-261-0865","Dean.Lacota@lakeroyaluniversity.com.com","Ap #148-7240 Consectetuer Av.","Destin","32540","Password1","No","Student","Florida","United States of America"
"500322","Wayne","Kessie","1-561-237-9456","Kessie.Wayne@lakeroyaluniversity.com.com","Ap #182-1473 Mauris St.","Destin","32541","Password1","No","Student","Florida","United States of America"
"500323","Owen","Ivor","1-561-981-9788","Ivor.Owen@lakeroyaluniversity.com.com","Ap #522-7310 Tincidunt. Street","Eglin Afb","32542","Password1","No","Student","Florida","United States of America"
"500324","Upton","Sage","1-561-937-3770","Sage.Upton@lakeroyaluniversity.com.com","Ap #118-9787 Phasellus Road","Hurlburt Field","32544","Password1","No","Student","Florida","United States of America"
"500325","Whitney","Forrest","1-561-673-0017","Forrest.Whitney@lakeroyaluniversity.com.com","9328 Blandit Avenue","Fort Walton Beach","32547","Password1","No","Student","Florida","United States of America"
"500326","Belle","Declan","1-561-345-6702","Declan.Belle@lakeroyaluniversity.com.com","987-6484 Facilisis Street","Fort Walton Beach","32548","Password1","No","Student","Florida","United States of America"
"500327","Margaret","Patrick","1-561-539-1706","Patrick.Margaret@lakeroyaluniversity.com.com","584-3674 Turpis. St.","Fort Walton Beach","32549","Password1","No","Student","Florida","United States of America"
"500328","Hall","Isaiah","1-561-851-0357","Isaiah.Hall@lakeroyaluniversity.com.com","890-4653 Urna. Road","Miramar Beach","32550","Password1","No","Student","Florida","United States of America"
"500329","Griffith","Jocelyn","1-561-955-5679","Jocelyn.Griffith@lakeroyaluniversity.com.com","2859 At St.","Pensacola","32559","Password1","No","Student","Florida","United States of America"
"500330","Lucy","Caleb","1-561-250-3409","Caleb.Lucy@lakeroyaluniversity.com.com","P.O. Box 648, 4917 Arcu St.","Gonzalez","32560","Password1","No","Student","Florida","United States of America"
"500331","Kim","Byron","1-561-804-7213","Byron.Kim@lakeroyaluniversity.com.com","Ap #835-1088 Ante Road","Gulf Breeze","32561","Password1","No","Student","Florida","United States of America"
"500332","Allen","Chase","1-561-633-0258","Chase.Allen@lakeroyaluniversity.com.com","P.O. Box 257, 3777 Cras St.","Gulf Breeze","32562","Password1","No","Student","Florida","United States of America"
"500333","Beck","Zoe","1-561-167-7151","Zoe.Beck@lakeroyaluniversity.com.com","9119 Felis. St.","Gulf Breeze","32563","Password1","No","Student","Florida","United States of America"
"500334","Lysandra","Jolie","1-561-258-1955","Jolie.Lysandra@lakeroyaluniversity.com.com","P.O. Box 806, 7123 Nisl St.","Holt","32564","Password1","No","Student","Florida","United States of America"
"500335","Mark","Joseph","1-561-149-9892","Joseph.Mark@lakeroyaluniversity.com.com","627-7983 Malesuada Rd.","Jay","32565","Password1","No","Student","Florida","United States of America"
"500336","Deirdre","Kylee","1-561-618-4215","Kylee.Deirdre@lakeroyaluniversity.com.com","827-3958 At Street","Navarre","32566","Password1","No","Student","Florida","United States of America"
"500337","Prescott","Casey","1-561-178-0945","Casey.Prescott@lakeroyaluniversity.com.com","P.O. Box 395, 295 Nam Rd.","Laurel Hill","32567","Password1","No","Student","Florida","United States of America"
"500338","Palmer","Zenaida","1-561-712-4817","Zenaida.Palmer@lakeroyaluniversity.com.com","P.O. Box 826, 8932 Eu Road","Mc David","32568","Password1","No","Student","Florida","United States of America"
"500339","Gisela","Shellie","1-561-814-3029","Shellie.Gisela@lakeroyaluniversity.com.com","P.O. Box 404, 2801 Magna. Rd.","Mary Esther","32569","Password1","No","Student","Florida","United States of America"
"500340","Idola","Dacey","1-561-465-5284","Dacey.Idola@lakeroyaluniversity.com.com","P.O. Box 833, 7507 Amet St.","Milton","32570","Password1","No","Student","Florida","United States of America"
"500341","Kelsie","Mason","1-561-819-2380","Mason.Kelsie@lakeroyaluniversity.com.com","466 Erat, Avenue","Milton","32571","Password1","No","Student","Florida","United States of America"
"500342","Colby","Akeem","1-561-581-4192","Akeem.Colby@lakeroyaluniversity.com.com","P.O. Box 809, 4935 Sed Ave","Milton","32572","Password1","No","Student","Florida","United States of America"
"500343","Rudyard","Amber","1-561-789-8704","Amber.Rudyard@lakeroyaluniversity.com.com","4439 Gravida Road","Molino","32577","Password1","No","Student","Florida","United States of America"
"500344","Rana","Xerxes","1-561-332-0197","Xerxes.Rana@lakeroyaluniversity.com.com","P.O. Box 136, 9963 Suspendisse Road","Niceville","32578","Password1","No","Student","Florida","United States of America"
"500345","Meredith","Lee","1-561-664-1791","Lee.Meredith@lakeroyaluniversity.com.com","9531 Sed Ave","Shalimar","32579","Password1","No","Student","Florida","United States of America"
"500346","Grace","Keefe","1-561-595-2248","Keefe.Grace@lakeroyaluniversity.com.com","Ap #580-4123 Curabitur Rd.","Valparaiso","32580","Password1","No","Student","Florida","United States of America"
"500347","Ginger","Deanna","1-561-377-1888","Deanna.Ginger@lakeroyaluniversity.com.com","P.O. Box 160, 1556 Sed Avenue","Milton","32583","Password1","No","Student","Florida","United States of America"
"500348","Nasim","Zeus","1-561-186-2136","Zeus.Nasim@lakeroyaluniversity.com.com","P.O. Box 573, 8109 Augue Street","Niceville","32588","Password1","No","Student","Florida","United States of America"
"500349","Wynter","Blythe","1-561-800-1178","Blythe.Wynter@lakeroyaluniversity.com.com","494-9785 Sed Rd.","Pensacola","32590","Password1","No","Student","Florida","United States of America"
"500350","Hop","James","1-561-166-6912","James.Hop@lakeroyaluniversity.com.com","546-7522 Elit, Road","Pensacola","32591","Password1","No","Student","Florida","United States of America"
"500351","Patrick","Darius","1-561-964-1220","Darius.Patrick@lakeroyaluniversity.com.com","P.O. Box 220, 9458 Ipsum Rd.","Pensacola","32592","Password1","No","Student","Florida","United States of America"
"500352","Keely","Demetrius","1-561-621-2724","Demetrius.Keely@lakeroyaluniversity.com.com","Ap #337-1370 Nisi St.","Gainesville","32601","Password1","No","Student","Florida","United States of America"
"500353","Bernard","Lyle","1-561-125-1731","Lyle.Bernard@lakeroyaluniversity.com.com","202-6942 Magna, Av.","Gainesville","32602","Password1","No","Student","Florida","United States of America"
"500354","Xenos","Iola","1-561-963-3509","Iola.Xenos@lakeroyaluniversity.com.com","124-4559 Semper Street","Gainesville","32603","Password1","No","Student","Florida","United States of America"
"500355","Ronan","Damian","1-561-169-2052","Damian.Ronan@lakeroyaluniversity.com.com","8242 Bibendum Avenue","Gainesville","32604","Password1","No","Student","Florida","United States of America"
"500356","Irma","Aphrodite","1-561-335-9819","Aphrodite.Irma@lakeroyaluniversity.com.com","P.O. Box 918, 6081 Urna Ave","Gainesville","32605","Password1","No","Student","Florida","United States of America"
"500357","Hedley","Jamal","1-561-916-7197","Jamal.Hedley@lakeroyaluniversity.com.com","784-5743 Ligula. Street","Gainesville","32606","Password1","No","Student","Florida","United States of America"
"500358","Octavius","Jerry","1-561-254-6293","Jerry.Octavius@lakeroyaluniversity.com.com","859-8746 Enim, Street","Gainesville","32607","Password1","No","Student","Florida","United States of America"
"500359","Jada","Elaine","1-561-701-7210","Elaine.Jada@lakeroyaluniversity.com.com","555-8612 Tempus St.","Gainesville","32608","Password1","No","Student","Florida","United States of America"
"500360","Maggy","Kane","1-561-695-9130","Kane.Maggy@lakeroyaluniversity.com.com","P.O. Box 534, 7450 Magnis St.","Gainesville","32609","Password1","No","Student","Florida","United States of America"
"500361","Melvin","Florence","1-561-707-6786","Florence.Melvin@lakeroyaluniversity.com.com","Ap #971-4416 Magna. Ave","Gainesville","32610","Password1","No","Student","Florida","United States of America"
"500362","Tad","Gisela","1-561-628-3718","Gisela.Tad@lakeroyaluniversity.com.com","P.O. Box 911, 128 Aliquet, Av.","Gainesville","32611","Password1","No","Student","Florida","United States of America"
"500363","Azalia","Daniel","1-561-679-3355","Daniel.Azalia@lakeroyaluniversity.com.com","7309 Erat. Road","Gainesville","32612","Password1","No","Student","Florida","United States of America"
"500364","Josiah","Chastity","1-561-995-9146","Chastity.Josiah@lakeroyaluniversity.com.com","Ap #835-3218 Gravida St.","Gainesville","32613","Password1","No","Student","Florida","United States of America"
"500365","Galvin","Genevieve","1-561-671-7853","Genevieve.Galvin@lakeroyaluniversity.com.com","363-4372 Faucibus Road","Gainesville","32614","Password1","No","Student","Florida","United States of America"
"500366","Cruz","Claudia","1-561-562-0496","Claudia.Cruz@lakeroyaluniversity.com.com","Ap #785-2890 Dolor. Rd.","Alachua","32615","Password1","No","Student","Florida","United States of America"
"500367","Brenda","Anthony","1-561-693-3899","Anthony.Brenda@lakeroyaluniversity.com.com","P.O. Box 540, 3145 Mauris St.","Alachua","32616","Password1","No","Student","Florida","United States of America"
"500368","Graiden","Sonya","1-561-946-7626","Sonya.Graiden@lakeroyaluniversity.com.com","313-2407 Metus. Av.","Anthony","32617","Password1","No","Student","Florida","United States of America"
"500369","Halla","Camilla","1-561-404-0185","Camilla.Halla@lakeroyaluniversity.com.com","Ap #528-2481 Magnis St.","Archer","32618","Password1","No","Student","Florida","United States of America"
"500370","Dale","Octavius","1-561-288-8329","Octavius.Dale@lakeroyaluniversity.com.com","7841 Nunc. Avenue","Bell","32619","Password1","No","Student","Florida","United States of America"
"500371","Damian","Frances","1-561-909-8193","Frances.Damian@lakeroyaluniversity.com.com","831-9597 Lorem Rd.","Bronson","32621","Password1","No","Student","Florida","United States of America"
"500372","Ian","Colton","1-561-602-4727","Colton.Ian@lakeroyaluniversity.com.com","987 Eros St.","Brooker","32622","Password1","No","Student","Florida","United States of America"
"500373","Sharon","Aline","1-561-745-2701","Aline.Sharon@lakeroyaluniversity.com.com","Ap #831-1472 Lectus Road","Cedar Key","32625","Password1","No","Student","Florida","United States of America"
"500374","Brady","Shea","1-561-644-7801","Shea.Brady@lakeroyaluniversity.com.com","Ap #377-8255 Sit St.","Chiefland","32626","Password1","No","Student","Florida","United States of America"
"500375","Channing","Cameron","1-561-726-8055","Cameron.Channing@lakeroyaluniversity.com.com","688-4667 Adipiscing Ave","Gainesville","32627","Password1","No","Student","Florida","United States of America"
"500376","Richard","Bevis","1-561-925-1505","Bevis.Richard@lakeroyaluniversity.com.com","P.O. Box 376, 2793 Elit Road","Cross City","32628","Password1","No","Student","Florida","United States of America"
"500377","Cameron","Brynn","1-561-588-2821","Brynn.Cameron@lakeroyaluniversity.com.com","P.O. Box 872, 5392 Imperdiet St.","Earleton","32631","Password1","No","Student","Florida","United States of America"
"500378","Audra","Erasmus","1-561-547-3776","Erasmus.Audra@lakeroyaluniversity.com.com","P.O. Box 876, 6034 Mauris St.","Evinston","32633","Password1","No","Student","Florida","United States of America"
"500379","Leroy","Ciaran","1-561-299-4359","Ciaran.Leroy@lakeroyaluniversity.com.com","P.O. Box 429, 8114 Porttitor Avenue","Fairfield","32634","Password1","No","Student","Florida","United States of America"
"500380","Meredith","Ezekiel","1-561-656-4462","Ezekiel.Meredith@lakeroyaluniversity.com.com","Ap #562-8166 Erat Street","Gainesville","32635","Password1","No","Student","Florida","United States of America"
"500381","Paul","Debra","1-561-563-2256","Debra.Paul@lakeroyaluniversity.com.com","Ap #874-5274 Natoque Rd.","Gulf Hammock","32639","Password1","No","Student","Florida","United States of America"
"500382","Thomas","Xanthus","1-561-401-2535","Xanthus.Thomas@lakeroyaluniversity.com.com","1963 Non, Av.","Hawthorne","32640","Password1","No","Student","Florida","United States of America"
"500383","Ivan","Darius","1-561-166-9326","Darius.Ivan@lakeroyaluniversity.com.com","7247 Penatibus Rd.","Gainesville","32641","Password1","No","Student","Florida","United States of America"
"500384","Damian","Grady","1-561-920-3707","Grady.Damian@lakeroyaluniversity.com.com","P.O. Box 285, 6334 Tempor Street","High Springs","32643","Password1","No","Student","Florida","United States of America"
"500385","Quinlan","Barclay","1-561-239-5117","Barclay.Quinlan@lakeroyaluniversity.com.com","P.O. Box 264, 6880 Nonummy Street","Chiefland","32644","Password1","No","Student","Florida","United States of America"
"500386","Mark","Lydia","1-561-536-9390","Lydia.Mark@lakeroyaluniversity.com.com","Ap #165-7137 Viverra. Ave","Horseshoe Beach","32648","Password1","No","Student","Florida","United States of America"
"500387","Andrew","Myra","1-561-118-4923","Myra.Andrew@lakeroyaluniversity.com.com","Ap #487-2564 Vel Rd.","Gainesville","32653","Password1","No","Student","Florida","United States of America"
"500388","Hadassah","Aimee","1-561-790-7542","Aimee.Hadassah@lakeroyaluniversity.com.com","Ap #299-6694 Fringilla St.","Island Grove","32654","Password1","No","Student","Florida","United States of America"
"500389","Jena","Colette","1-561-333-0870","Colette.Jena@lakeroyaluniversity.com.com","1219 Rutrum Rd.","High Springs","32655","Password1","No","Student","Florida","United States of America"
"500390","Lila","Brianna","1-561-162-7690","Brianna.Lila@lakeroyaluniversity.com.com","8360 Sit St.","Keystone Heights","32656","Password1","No","Student","Florida","United States of America"
"500391","Sawyer","Juliet","1-561-471-9673","Juliet.Sawyer@lakeroyaluniversity.com.com","Ap #759-598 Tellus. Road","La Crosse","32658","Password1","No","Student","Florida","United States of America"
"500392","Kasimir","Skyler","1-561-234-4390","Skyler.Kasimir@lakeroyaluniversity.com.com","163 Cras Rd.","Lochloosa","32662","Password1","No","Student","Florida","United States of America"
"500393","Reece","Jermaine","1-561-215-6060","Jermaine.Reece@lakeroyaluniversity.com.com","5030 Magna Avenue","Lowell","32663","Password1","No","Student","Florida","United States of America"
"500394","Colorado","Hollee","1-561-232-1071","Hollee.Colorado@lakeroyaluniversity.com.com","Ap #324-5401 Donec Road","Mc Intosh","32664","Password1","No","Student","Florida","United States of America"
"500395","Xena","Jarrod","1-561-270-6656","Jarrod.Xena@lakeroyaluniversity.com.com","230 Dictum Rd.","Melrose","32666","Password1","No","Student","Florida","United States of America"
"500396","Riley","Signe","1-561-971-3992","Signe.Riley@lakeroyaluniversity.com.com","Ap #164-7388 Ullamcorper. Avenue","Micanopy","32667","Password1","No","Student","Florida","United States of America"
"500397","Keaton","Rachel","1-561-903-9877","Rachel.Keaton@lakeroyaluniversity.com.com","P.O. Box 266, 4268 Non, Rd.","Morriston","32668","Password1","No","Student","Florida","United States of America"
"500398","Josephine","Evangeline","1-561-699-9300","Evangeline.Josephine@lakeroyaluniversity.com.com","P.O. Box 942, 5637 A, Street","Newberry","32669","Password1","No","Student","Florida","United States of America"
"500399","Cody","Eagan","1-561-623-8029","Eagan.Cody@lakeroyaluniversity.com.com","824-7199 Nec, Av.","Old Town","32680","Password1","No","Student","Florida","United States of America"
"500400","Hayley","Brandon","1-561-631-0170","Brandon.Hayley@lakeroyaluniversity.com.com","3928 Elit, Rd.","Orange Lake","32681","Password1","No","Student","Florida","United States of America"
"500401","Vincent","Velma","1-561-575-8911","Velma.Vincent@lakeroyaluniversity.com.com","Ap #180-4642 Vel Rd.","Otter Creek","32683","Password1","No","Student","Florida","United States of America"
"500402","Jael","Barrett","1-561-928-9612","Barrett.Jael@lakeroyaluniversity.com.com","P.O. Box 883, 6989 Aliquam St.","Reddick","32686","Password1","No","Student","Florida","United States of America"
"500403","Murphy","Briar","1-561-953-6660","Briar.Murphy@lakeroyaluniversity.com.com","Ap #905-8932 Tortor Avenue","Suwannee","32692","Password1","No","Student","Florida","United States of America"
"500404","Malik","Walter","1-561-917-2757","Walter.Malik@lakeroyaluniversity.com.com","3326 Pede. Road","Trenton","32693","Password1","No","Student","Florida","United States of America"
"500405","Kyla","Myra","1-561-559-9510","Myra.Kyla@lakeroyaluniversity.com.com","Ap #434-2663 At Street","Waldo","32694","Password1","No","Student","Florida","United States of America"
